BallAcceleration Time DistanceWall DistanceCeil DistanceBall PlayerSpeed BallSpeed up accelerate slow goal left boost camera down right slide jump 
2163.0 4.653337500000003 3804.8 1997.84 5743.826949639065 191541.33890625281 3925.0 0 0 0 0 0 0 0 0 1 1 1 
-3648.0 4.7922993 3784.07 1854.1100000000001 5978.528854985982 159439.70939825498 277.0 0 0 0 0 0 0 0 0 1 0 1 
0.0 5.070104400000002 3750.84 1567.31 5868.428914811868 140658.6089153451 620.0 0 0 0 0 0 1 0 0 1 0 0 
-1 
0.0 0.0 39.7800000000002 1704.5 193.42114749943974 141332.10493727177 33685.839532361366 0 0 0 0 0 1 0 0 1 0 1 
127059.2407096168 0.13895000000000124 36.840000000000146 1599.63 310.3152909542165 130602.70127757695 160745.08024197817 0 1 0 0 0 1 0 0 1 0 1 
-7205.559290530626 0.27795000000000414 36.0300000000002 1379.24 390.31873590695085 135231.76387594742 153539.52095144754 0 1 0 0 0 1 0 0 1 0 0 
-3283.64586498047 0.3474000000000004 36 1258.04 448.38687101653625 130547.57603647799 150255.87508646707 0 0 0 0 0 0 0 0 1 0 0 
-8258.009123629454 0.5211131000000009 36 1038.69 654.2488914778534 124143.91980681132 141997.86596283762 0 0 0 0 0 0 0 0 1 1 0 
-1509.3016986954608 0.5558459000000013 36 1038.69 693.443773423628 124143.91980681132 140488.56426414216 0 0 0 0 0 0 0 0 1 1 1 
-6162.428985113162 0.6947499999999991 36 825.3 855.792392464434 132675.37896686033 134326.135279029 0 0 0 0 0 0 0 0 1 0 1 
-9133.697911590541 0.9378457999999981 33.4699999999998 467.73 1105.9221865031916 143714.46698575618 125192.43736743846 0 0 0 0 0 0 0 0 1 1 1 
-5652.767575356469 1.111517599999999 28.699999999999818 249.81999999999994 1226.7765873621815 137862.5106909054 119539.66979208199 0 0 0 0 0 0 0 0 1 1 0 
-6303.820468645543 1.3198840000000018 156.17999999999984 105.18000000000006 1299.8242675454248 130396.16450264172 113235.84932343644 0 0 0 0 0 0 0 0 1 0 0 
-3412.2635824855097 1.4935252000000006 293.65999999999985 31.190000000000055 1266.7967427728884 130369.62663519444 109823.58574095093 0 0 0 0 0 0 1 0 1 0 0 
-2382.525596330248 1.6324299999999994 449.3499999999999 52.299999999999955 1187.7111975981368 139614.04093070296 107441.06014462069 0 0 0 0 0 0 0 0 1 0 0 
0.0 1.7713342999999995 528.5 74.45000000000005 1186.3517533598542 141169.3214299764 106188.97233705579 0 0 0 1 0 1 0 0 1 0 1 
-768.7348064943217 1.8755200000000016 694.27 133.1500000000001 1075.228718412971 157880.02736571842 105420.23753056147 0 0 0 0 0 0 0 0 1 0 1 
0.0 2.1533700000000024 983.4000000000001 264.45000000000005 942.9802206833393 185546.6400719776 106137.23123390773 0 0 0 0 0 0 0 0 1 1 0 
995.7552501812897 2.2576000000000036 1086.4099999999999 319.31999999999994 897.9048651165673 187979.79502861472 107132.98648408902 0 0 0 0 0 0 0 0 1 0 0 
1628.8896950207272 2.3965299999999985 1293.56 443.04999999999995 721.7616621849625 193245.03804496507 108761.87617910975 0 0 0 0 0 1 0 0 1 0 0 
555.6245515600895 2.4312540000000027 1293.56 443.04999999999995 756.4126874927468 193245.03804496507 109317.50073066984 0 0 0 1 0 1 0 0 1 0 0 
3914.513081679179 2.604906700000001 1512.69 593.06 647.7473796164674 199293.84450353702 113232.01381234902 0 0 0 0 0 0 0 0 1 0 0 
0.0 2.6396356999999995 1615.8400000000001 676.23 517.7746206603794 208140.3824009171 113232.01381234902 0 1 0 0 0 1 0 0 1 0 0 
1630.2252960716432 2.674364699999998 1615.8400000000001 676.23 577.6072650166371 208140.3824009171 114862.23910842066 0 1 0 0 0 1 1 0 1 0 0 
863.0499039641873 2.7090861000000004 1712.12 781.96 500.93782308785615 211858.75018511745 115725.28901238485 0 1 0 0 0 0 1 0 1 0 0 
3259.406814431466 2.813290000000002 1808.83 892.3599999999999 501.4285441615784 215619.05326756262 118984.69582681631 0 1 0 0 0 0 1 0 1 1 0 
2019.2130026095256 2.8827300000000022 1905.9899999999998 1007.35 482.04145817553933 219391.4822321049 121003.90882942584 0 1 0 0 0 0 0 0 1 1 0 
6965.787450591961 3.0910999999999973 2111.4700000000003 1263.3400000000001 505.099220846756 227157.3149999797 127969.6962800178 0 1 0 0 0 0 0 0 1 0 0 
19176.192843667886 3.5773149999999987 2648.69 1983.69 687.1467686746405 107887.77043298281 147145.8891236857 0 0 0 0 0 0 0 0 1 1 0 
4368.709849482577 3.681502000000002 2715.8 1979.61 578.532059440097 105403.75160306202 151514.59897316826 0 0 0 1 0 0 0 0 1 1 0 
-57692.1755393217 4.480229999999999 2830.94 2012.99 626.9997681817753 52423.181408609686 93822.42343384656 1 0 0 1 0 0 0 0 1 1 0 
-2077.6756005236966 4.549685099999998 2788.0699999999997 2012.99 700.0591937115032 59274.099790718035 91744.74783332286 0 0 0 1 0 0 0 0 1 1 0 
-24344.262241600314 5.869280000000003 3234.08 1921.83 882.5080353175262 107877.68040702396 67400.48559172255 0 0 0 1 0 0 0 0 1 0 0 
19738.54411942353 6.216555300000003 3569.17 1998.5 653.0697557688611 97612.26800971279 87139.02971114608 0 0 0 0 0 0 0 0 1 1 0 
-31820.322441362565 6.563845300000004 3913.26 2012.67 438.50621751578393 106127.59440409455 55318.70726978352 0 0 0 1 0 0 0 0 1 1 0 
-12050.669262496893 6.841654400000003 3848.51 2013 334.21267570216435 114130.79290883771 43268.038007286625 0 0 0 1 1 0 0 0 1 1 0 
-3436.4506801413518 6.945822399999997 3765.68 2013 370.20247581560017 121417.29103385564 39831.58732714527 0 0 0 1 1 0 0 0 1 1 0 
-440.38190004517674 6.980543699999998 3765.68 2013 375.2834684608426 121417.29103385564 39391.205427100096 0 0 0 1 1 0 0 0 1 1 1 
-38170.205427100096 7.258345300000002 3569.5299999999997 2013 4743.758918168165 145808.6186375826 1221.0 0 0 1 0 0 0 0 0 1 1 1 
1623.0 7.293066600000003 3523.85 2013 4619.643434995823 153845.19755585483 2844.0 0 0 0 0 0 0 0 0 1 0 1 
-210.0 7.431982599999998 3464.86 2013 4395.634837381285 162681.03708176932 2634.0 0 0 0 0 0 0 0 0 1 0 0 
-2587.0 8.161284100000003 3228.0299999999997 2013 3398.5614279721353 162648.98600667636 47.0 0 0 0 0 0 0 0 0 1 1 0 
-1 
124246.29375405672 0.0 35.48999999999978 1450.25 230.48054082720287 145691.81060718547 171036.82884396566 0 0 0 0 0 0 0 0 1 0 1 
-1791.7145629324368 0.03472719999999896 35.48999999999978 1450.25 285.05290684362444 145691.81060718547 169245.11428103322 0 0 0 0 0 1 0 0 1 0 1 
-2220.4779245962854 0.06945240000000297 35.48999999999978 1450.25 353.43818950419023 145691.81060718547 167024.63635643694 0 0 0 0 0 1 0 0 1 0 0 
-15669.775529306586 0.382165999999998 35.98999999999978 999.79 548.1141403941334 124876.64262783492 151354.86082713035 0 0 0 0 0 0 0 0 1 0 0 
-1605.6426488707366 0.4168950000000038 35.98999999999978 916.49 578.4608101678107 127030.34359947233 149749.21817825962 0 0 0 0 0 0 0 0 1 0 1 
-1586.171067989897 0.45161999999999836 35.98999999999978 916.49 619.2179107551718 127030.34359947233 148163.04711026972 0 0 0 0 0 0 0 0 1 1 1 
-10170.466871330776 0.6946999999999974 35.98999999999978 572.6800000000001 859.4869319541746 139221.3855627073 137992.58023893894 0 0 0 0 0 0 0 0 1 0 1 
-12747.565543742385 1.0072699999999983 98.88000000000011 155.32999999999993 1073.5799598073725 139979.5327253238 125245.01469519656 0 0 0 0 0 0 0 0 1 0 0 
-1156.164293558948 1.0420099999999977 98.88000000000011 155.32999999999993 1105.4816363468008 139979.5327253238 124088.85040163761 0 0 0 0 0 0 0 0 1 1 0 
-8732.031145037094 1.3198070999999985 420.6999999999998 3.1800000000000637 1067.7111953145384 131677.55219854295 115356.81925660052 0 0 0 0 0 0 0 0 1 0 0 
-1615.992171512029 1.3892574999999994 502.1300000000001 18.99000000000001 1022.4864899840975 138818.85606069517 113740.82708508849 0 0 0 0 0 0 1 0 1 0 0 
-2912.837957792668 1.5281599999999997 583.5 55.450000000000045 1053.1423055788805 144294.373268676 110827.98912729582 0 0 0 0 0 0 0 0 1 0 0 
0.0 1.7711544999999944 821.29 197.3599999999999 975.893931582731 153507.45054882515 107659.5111172255 0 0 0 1 0 1 0 0 1 0 1 
-919.5077164385875 1.9100099999999998 998 319.27 913.0788069493236 174953.41191585833 106740.00340078691 0 0 0 1 0 0 0 0 1 0 1 
-83.493622902286 1.9447200000000038 998 319.27 947.4981919243961 174953.41191585833 106656.50977788462 0 0 0 0 0 0 0 0 1 0 0 
1284.8850852539617 2.2571499999999958 1383.13 632.3800000000001 865.1291485668486 189104.4744314634 107941.39486313859 0 1 0 0 0 0 0 0 1 0 0 
172.6617067635525 2.29186 1383.13 632.3800000000001 877.5230542270671 189104.4744314634 108114.05656990214 0 1 0 0 0 1 0 0 1 0 0 
792.2895491372183 2.361289999999997 1539.85 775.55 845.2921929131962 229999.66512584317 108906.34611903936 0 1 0 0 0 0 0 0 1 0 0 
951.1858439535135 2.396000000000001 1539.85 775.55 881.3452500013829 229999.66512584317 109857.53196299287 0 1 0 0 0 0 1 0 1 0 0 
4128.757532717966 2.6390058000000067 1885.2800000000002 943.96 786.3717165564894 199747.88018900226 113986.28949571084 0 1 0 0 0 0 0 0 1 0 0 
10132.383366191774 2.986140000000006 2370.74 949.0699999999999 495.45827442883615 198267.76920619246 124118.67286190261 0 0 0 0 0 1 0 0 1 0 0 
-15480.894161305085 4.444220000000001 3581.96 1726.63 1518.7397385003135 224224.8839089899 108637.77870059753 0 0 0 1 0 0 0 0 1 1 0 
-39718.72246068664 5.556430000000006 3178.4700000000003 1959.19 1611.1462416863344 42105.263435822366 68919.05623991089 0 0 0 0 0 0 0 0 1 0 0 
-313.78249947603035 5.5912600000000054 3178.4700000000003 1959.19 1591.1977009158854 42105.263435822366 68605.27374043486 0 0 0 0 0 0 0 0 1 1 0 
722.8232188788243 5.939520000000002 3229.3 2002.26 1250.6824204809147 74475.1708625096 69328.09695931368 0 0 0 0 0 0 0 0 1 0 0 
19053.270613269167 6.5991499999999945 3575.15 2012.99 509.4617562683188 115220.2050206473 88381.36757258285 0 0 0 0 0 1 0 0 1 0 0 
3445.3351886510354 6.703310000000002 3623.9 2012.99 518.1794457521452 118084.29724565413 91826.70276123389 0 0 0 0 1 1 0 0 1 0 0 
5837.110603799127 6.842275700000002 3695.21 2012.99 665.8946310791223 121768.42961129129 97663.81336503301 0 0 0 0 0 1 0 0 1 0 0 
-89020.81336503301 6.982979999999998 3716.93 2012.99 4403.7986945249895 125740.09331156073 8643.0 0 0 1 0 0 0 0 0 1 0 0 
-8023.0 7.81765 3697.66 2012.99 3375.5746907008297 140899.17260580347 620.0 0 0 0 0 0 1 0 0 1 0 0 
0.0 7.887090000000001 3693.89 2012.99 3270.954825949145 140884.61245288642 620.0 0 1 0 0 0 1 0 0 1 0 0 
0.0 7.956519999999998 3685.19 2012.99 3143.8559163867544 140954.20959659203 620.0 0 1 0 0 0 0 0 0 1 0 0 
0.0 8.060670000000002 3674.75 1986.79 3028.0699958554455 145267.06165197946 620.0 0 1 0 0 0 0 0 0 1 0 0 
0.0 8.130110000000002 3663.51 1961.94 2908.3141546435454 193999.6423218352 620.0 0 1 0 0 0 0 1 0 1 0 0 
-1 
-8210.634011562943 0.0 36 1036.28 579.4397570930043 133427.2142780475 143370.8591694979 0 0 0 0 0 0 0 0 1 1 1 
-3511.7446649365593 0.10414000000000101 36 926.47 654.4924233327685 136153.28477124596 139859.11450456135 0 0 0 0 0 0 0 0 1 0 1 
-6562.6277579107555 0.24299000000000603 36 681.99 835.4910040808337 143047.62030526757 133296.4867466506 0 0 0 0 0 1 0 0 1 0 1 
-11236.749552111301 0.590130000000002 50.909999999999854 216.29999999999995 1126.4334122352725 144889.67941506393 122059.7371945393 0 0 0 0 0 1 0 0 1 0 0 
-4594.500362530147 0.7984100000000041 212.76000000000022 68.81999999999994 1085.090347713037 136703.2617789349 117465.23683200915 0 0 0 0 0 0 0 0 1 0 0 
-4414.301037562938 1.0414200000000022 309.73 26.430000000000064 1147.8127855621753 137593.39432182055 113050.93579444621 0 0 0 0 0 0 0 0 1 1 0 
-1273.925188508103 1.1456900000000019 428.8000000000002 3.880000000000109 1073.9175139646431 137536.03153719392 111777.0106059381 0 1 0 0 0 0 0 0 1 1 0 
-760.3419971206313 1.249840000000006 484.59000000000015 1.2300000000000182 1105.849916489575 138050.65750658343 111016.66860881748 0 0 0 0 0 0 0 0 1 0 0 
-225.86832287315337 1.353980000000007 559.8200000000002 1.5299999999999727 1085.916889867728 139263.6776083412 110790.80028594432 0 0 0 0 0 0 1 0 1 0 0 
0.0 1.4234056000000095 637.5500000000002 27.8599999999999 1063.8099447739712 146550.668937402 110846.63515416243 0 1 0 0 0 0 1 0 1 1 0 
0.0 1.5276199999999989 715.2800000000002 72.81999999999994 1044.80455291887 152521.61007214684 111267.43105239735 0 1 0 0 0 0 0 0 1 0 0 
788.9585556923703 1.6317644000000087 879.27 189.6099999999999 891.3781113534259 159950.54771084717 112056.38960808972 0 0 0 0 0 0 0 0 1 1 0 
342.68029909412144 1.666480000000007 879.27 189.6099999999999 925.1529357895374 159950.54771084717 112399.06990718385 0 0 0 0 0 0 0 0 1 1 1 
186.24682639380626 1.7012 879.27 189.6099999999999 942.2176197142572 159950.54771084717 112585.31673357765 0 1 0 0 0 0 0 0 1 1 1 
2244.825406889984 1.840054500000008 1058.5100000000002 327.4200000000001 831.0017755095348 181865.8000889667 114830.14214046764 0 1 0 0 0 0 0 0 1 0 1 
5792.723917340816 2.1177700000000073 1351.15 552.8599999999999 690.6455085642706 210709.05447559676 120622.86605780845 0 0 0 0 0 1 0 0 1 0 1 
1732.1357361517294 2.1872000000000043 1465.4299999999998 639.8299999999999 601.9069679776104 220263.2633486574 122355.00179396018 0 1 0 0 0 1 0 0 1 0 1 
2817.9730688271957 2.326054499999998 1678.3200000000002 797.52 433.08212916258714 229998.97126291675 125172.97486278738 0 1 0 0 0 1 1 0 1 0 1 
7760.226279741357 2.5343400000000003 2164.06 974.5799999999999 180.84078218145373 211353.90981242812 132933.20114252873 0 1 0 0 0 1 0 0 1 0 1 
1755.3114225745958 2.5690500000000043 2164.06 974.5799999999999 230.2450294794656 211353.90981242812 134688.51256510333 0 1 0 0 0 0 0 0 1 0 1 
0.0 2.6037699999999973 2334.9300000000003 975.4200000000001 168.36691747490042 214460.06686094266 135884.0923765545 0 1 0 0 0 0 0 0 1 1 0 
8232.787623673095 2.8120600000000024 2661.44 977.8499999999999 387.6502193988803 215263.7847688273 144116.8800002276 0 1 0 0 0 0 0 0 1 0 0 
-39930.02913602305 3.610510000000005 3645.31 1151.3400000000001 1651.983996290521 225564.40323774493 104186.85086420455 0 0 0 0 0 1 0 0 1 0 0 
-1 
1197.5360615055833 0.0 3975.02 2013.04 142.93764584601217 114474.61292356484 123766.71531958824 0 0 0 0 0 0 0 0 1 0 0 
2481.8187748716446 0.10414200000001017 3963.43 2013.07 155.93456255750357 117518.55521150691 126248.53409445989 0 0 0 0 0 1 0 0 1 0 0 
4066.7466710742883 0.1388859999999994 3963.43 2013.07 195.65343595245142 117518.55521150691 130315.28076553417 0 0 0 0 0 1 0 0 1 0 1 
3475.360323444853 0.20831300000000397 3947.47 2013.12 184.6561179598445 128020.28866160239 133790.64108897903 0 0 0 0 0 0 0 0 1 0 1 
5120.925236507348 0.3471840000000128 3905.77 2013.09 170.73006003630417 140797.87473182968 138911.56632548638 0 0 0 0 0 0 0 0 1 0 0 
2530.8327103048796 0.45133200000000784 3881.53 2013.03 185.65268244762848 140950.1912095191 141442.39903579126 0 0 0 0 0 0 0 0 1 1 0 
2661.5514374695485 0.5555500000000109 3859.65 2013.08 194.9595642691069 141067.44200913265 144103.9504732608 0 0 0 0 0 0 0 0 1 0 0 
2084.164190688549 0.6249770000000012 3840.55 2013.09 172.75591364697192 141092.86520940738 146188.11466394935 0 0 0 0 0 0 0 0 1 0 1 
2503.5009066671482 0.694420000000008 3821.24 2013.1 174.66255380017773 149934.7871376086 148691.6155706165 0 0 0 0 0 0 0 0 1 1 1 
0.0 0.8332900000000052 3803.18 2013.1 150.8665390336771 160280.23652652875 156177.65997094463 0 0 0 0 0 0 0 0 1 0 0 
0.0 1.215149000000011 3813.22 2010.64 176.62699340701008 163560.2223158186 183978.5631860408 0 1 0 0 0 1 0 0 1 0 0 
-347.72740947519196 1.2498630000000048 3813.22 2010.64 201.00259202308817 163560.2223158186 183630.8357765656 0 1 0 0 0 1 1 0 1 0 0 
-2259.658019458875 1.3540420000000069 3811.89 1964.13 165.78824898043896 163210.1200691918 181371.17775710672 0 1 0 0 0 1 0 0 1 0 0 
-1146.1255473764613 1.4235390000000052 3809.49 1960.09 228.6875446980004 211784.2636151232 180225.05220973026 0 1 0 0 0 1 1 0 1 0 0 
-2407.591593512945 1.5971150000000023 3785.49 1932.67 205.65306756768788 210430.70222997403 177817.46061621731 0 1 0 0 0 1 1 0 0 0 0 
-594.4139772431809 1.6665420000000069 3773.49 1933.5 188.13420183475412 210431.05412699905 177223.04663897413 0 1 0 0 0 1 0 0 0 0 0 
-1723.6641813711612 1.8401260000000121 3748.29 1936.23 208.654216588115 210431.33685361597 175499.38245760297 0 1 0 0 0 0 0 0 0 0 0 
812.3552911924198 2.4997260000000097 3647.46 2011.72 334.7381891867135 207616.00755722087 176311.7377487954 0 0 0 0 0 0 0 0 0 1 0 
2008.1295823575929 2.6733480000000043 3619.7799999999997 2013.18 325.63089733623224 198651.11690096284 178319.867331153 1 0 0 0 0 0 0 0 0 1 0 
-35293.946253888105 2.812233000000006 3672.56 2006.77 453.88015918301613 182664.16816113662 143025.92107726488 0 0 0 0 0 0 0 0 0 1 0 
-700.4234705464914 2.8816610000000082 3672.56 2006.77 388.78582034328383 182664.16816113662 142325.4976067184 0 0 0 0 0 0 0 0 1 1 0 
-141736.4976067184 3.6817630000000037 3481.95 2005.62 5570.175191544697 138436.5191522815 589.0 0 0 1 0 0 0 0 0 1 1 1 
6 
14578.192522981146 0.0 3017.75 2013.08 219.95855018616575 146343.58339879476 150605.23056321783 0 0 0 0 0 1 0 0 1 0 1 
8660.120247936313 0.10415699999998651 3050.99 2013.11 148.944979774412 162531.5891911477 159265.35081115415 0 0 0 0 0 0 0 0 1 0 1 
0.0 0.3124389999999835 3074.4 2013.07 201.0284121710162 172898.12054501922 172700.81268482786 0 0 0 0 0 0 0 0 1 1 0 
5527.841694876202 0.45136999999999716 3114.4 2013.07 146.37093768914647 172826.81778589802 178228.65437970406 0 0 0 0 0 0 0 0 1 0 0 
1966.705235908681 0.5555420000000026 3138.26 2013.07 146.56455062531327 179512.60334862286 180195.35961561275 0 0 0 0 0 0 0 0 1 0 1 
28009.27982837276 0.7638550000000066 3196.2 2010.87 213.89006031136657 198517.9932323516 208204.6394439855 0 1 0 0 0 0 0 0 1 0 1 
-423.6922568095615 0.7985699999999838 3196.2 2010.87 274.4317829625426 198517.9932323516 207780.94718717595 0 1 0 0 0 0 1 0 1 0 1 
8908.068708877254 0.9376220000000046 3267.93 1954.79 177.6763239714284 229999.1141309027 216689.0158960532 0 1 0 0 0 0 0 0 1 0 1 
0.0 0.9723359999999843 3267.93 1954.79 240.29483015662248 229999.1141309027 216322.0831399328 0 1 0 0 0 0 0 0 1 0 1 
-425.44211928144796 1.0070499999999925 3304.12 1942.51 140.79312838345473 229999.2540987905 215896.64102065135 0 1 0 0 0 0 1 0 1 0 1 
52630.26028534441 1.2501990000000092 3373.79 1943.22 301.58883682921675 219927.87578203905 268526.90130599577 0 1 0 0 0 0 0 0 1 0 1 
-818.3210363301332 1.3198250000000087 3404.29 1944.79 305.5728988310321 218201.02218138208 267708.58026966563 0 1 0 0 0 0 0 0 1 0 0 
-3378.593482316821 1.7021699999999953 3558.93 1956.92 414.5560886056312 217744.2336940292 264329.9867873488 0 0 0 0 0 0 0 0 1 1 0 
-264329.9867873488 2.813445999999999 3237.2799999999997 2012.99 4474.548310220821 170787.4151657551 0.0 0 0 1 0 0 0 0 0 1 1 1 
1 
0.0 0.0 1770.92 2012 294.8616494222335 120122.92279161376 170001.71562075484 0 0 0 0 0 0 0 1 1 0 0 
0.0 0.1735840000000053 1606.4899999999998 2013.08 431.72120610412435 100492.99367617625 164602.85123593698 0 0 0 0 0 0 0 0 1 0 1 
-6366.579445933021 0.38195900000002325 1309.65 2013.02 494.74326402690923 113351.65866452947 158236.27179000396 0 0 0 0 0 0 0 0 1 0 0 
-1251.5955919749977 0.41668800000002193 1309.65 2013.02 546.4323192308449 113351.65866452947 156984.67619802896 0 0 0 0 0 0 0 1 1 0 0 
-1829.4750831452839 0.4861460000000193 1229.65 2013.02 569.8578630676249 84183.29146570594 155155.20111488368 0 0 0 0 0 0 0 1 0 0 0 
0.0 0.660065000000003 1123.9 2013.02 716.5684432767048 62459.283809534674 150592.71438220376 0 0 0 0 0 0 0 0 1 1 0 
-1591.023304551898 0.7295080000000098 1079.2600000000002 2013.02 757.8046707430619 74198.96488496319 149001.69107765186 0 0 0 0 0 0 0 0 1 1 1 
-682.2759628396016 0.7642370000000085 1005.31 2013.02 719.1439088944575 90243.33268447038 148319.41511481226 0 0 0 0 0 0 0 0 1 0 1 
-95455.42614311245 1.3549660000000188 255.80000000000018 2013.02 482.3805179523732 163473.447320964 52863.988971699815 0 0 0 0 0 0 0 0 1 1 1 
-4141.831332695365 1.4244390000000067 255.80000000000018 2013.02 512.0470959784851 163473.447320964 48722.15763900445 0 0 0 0 0 0 0 0 1 0 1 
-12446.71524335612 1.6328740000000153 38.84999999999991 1791.09 316.6179192654767 143490.908785191 36275.44239564833 0 0 0 0 0 0 0 0 1 0 0 
-1889.4964147682913 1.6675880000000234 38.84999999999991 1791.09 327.8313047895212 143490.908785191 34385.94598088004 0 0 0 0 0 0 0 0 1 1 0 
0.0 1.8758700000000204 36.11999999999989 1518.29 222.84421688704404 130661.79740077052 149089.72030626392 0 1 0 0 0 0 0 0 1 1 1 
0.0 1.910584 36.11999999999989 1518.29 257.82226688166395 130661.79740077052 147918.8818440702 0 1 0 0 0 1 0 0 1 0 1 
0.0 1.9453000000000031 36.11999999999989 1518.29 328.287780765596 130661.79740077052 145611.19796911225 0 0 0 0 0 1 0 0 1 0 1 
-8743.067076636042 2.153611000000012 36 1179.77 417.29568545576876 129021.66765702573 136868.1308924762 0 0 0 0 0 1 0 0 1 0 0 
-7868.2192258397845 2.3619539999999972 36 994.1700000000001 627.8002502388798 123152.32912535597 128999.91166663643 0 0 0 0 0 0 0 0 1 0 0 
-1214.4175368252763 2.3966680000000053 36 891.6300000000001 678.7945517606929 128425.49943839035 127785.49412981115 0 0 0 0 0 0 0 0 1 0 1 
-3466.4960281533276 2.5009469999999965 36 785.4100000000001 805.4452180626563 132881.43133636093 124318.99810165782 0 0 0 0 0 0 0 0 1 1 1 
-4182.655398877003 2.6051490000000115 36 674.3 965.0913948948049 136475.518760692 120136.34270278082 0 1 0 0 0 0 0 0 1 1 1 
-1662.0368385977636 2.674576000000002 36 547.27 1052.628973285459 140681.31700762542 118474.30586418306 0 0 0 0 0 0 0 0 1 0 1 
-3388.8896334546735 2.8134919999999966 2.150000000000091 317.5999999999999 1214.1918918358829 135735.692026821 115085.41623072838 0 0 0 0 0 0 0 0 1 1 1 
